[1/3/2020, Bangladesh, 0]
[12/7/2020, Mexico, 128958]
[12/8/2020, Mexico, 129597]
[12/9/2020, Mexico, 130271]
[12/10/2020, Mexico, 130904]
[12/11/2020, Mexico, 131592]
[12/12/2020, Mexico, 132262]
[12/13/2020, Mexico, 132958]
[12/14/2020, Mexico, 133683]
[12/15/2020, Mexico, 134388]
[12/16/2020, Mexico, 135132]
[12/17/2020, Mexico, 135881]
[12/18/2020, Mexico, 136617]
[12/19/2020, Mexico, 137357]
[12/20/2020, Mexico, 138115]
[12/21/2020, Mexico, 138914]
[12/22/2020, Mexico, 139692]
[12/23/2020, Mexico, 140579]
[12/24/2020, Mexico, 141389]
[12/25/2020, Mexico, 142211]
[12/26/2020, Mexico, 143054]
[12/27/2020, Mexico, 143890]
[12/28/2020, Mexico, 144771]
[12/29/2020, Mexico, 145687]
[12/30/2020, Mexico, 146652]
[12/31/2020, Mexico, 147623]
[1/1/2021, Mexico, 148569]
[1/2/2021, Mexico, 149455]
[1/3/2021, Mexico, 150439]
[1/4/2021, Mexico, 151431]
[1/5/2021, Mexico, 152465]
[1/6/2021, Mexico, 153574]
[1/7/2021, Mexico, 154637]
[1/8/2021, Mexico, 155795]
[1/9/2021, Mexico, 156858]
[1/10/2021, Mexico, 158043]
[1/11/2021, Mexico, 159180]
[1/12/2021, Mexico, 160377]
[1/13/2021, Mexico, 161677]
[1/14/2021, Mexico, 162902]
[1/15/2021, Mexico, 164141]
[1/16/2021, Mexico, 165403]
[1/17/2021, Mexico, 166704]
[1/18/2021, Mexico, 167986]
[1/19/2021, Mexico, 169372]
[1/20/2021, Mexico, 170770]
[1/21/2021, Mexico, 172202]
[1/22/2021, Mexico, 173681]
[1/23/2021, Mexico, 175092]
[1/24/2021, Mexico, 176477]
[1/25/2021, Mexico, 177815]
[1/26/2021, Mexico, 179224]
[1/27/2021, Mexico, 180687]
[1/28/2021, Mexico, 182090]
[1/29/2021, Mexico, 183401]
[1/30/2021, Mexico, 184640]
[1/31/2021, Mexico, 185881]
[2/1/2021, Mexico, 187109]
[2/2/2021, Mexico, 188274]
[2/3/2021, Mexico, 189556]
[2/4/2021, Mexico, 190800]
[2/5/2021, Mexico, 191948]
[2/6/2021, Mexico, 193024]
[2/7/2021, Mexico, 194055]
[2/8/2021, Mexico, 195093]
[2/9/2021, Mexico, 196046]
[2/10/2021, Mexico, 197109]
[2/11/2021, Mexico, 198071]
[2/12/2021, Mexico, 198949]
[2/13/2021, Mexico, 199860]
[2/14/2021, Mexico, 200707]
[2/15/2021, Mexico, 201473]
[2/16/2021, Mexico, 202251]
[2/17/2021, Mexico, 203052]
[2/18/2021, Mexico, 203829]
[2/19/2021, Mexico, 204573]
[2/20/2021, Mexico, 205253]
[2/21/2021, Mexico, 205968]
[2/22/2021, Mexico, 206580]
[2/23/2021, Mexico, 207297]
[2/24/2021, Mexico, 208021]
[2/25/2021, Mexico, 208624]
[2/26/2021, Mexico, 209219]
[2/27/2021, Mexico, 209796]
[2/28/2021, Mexico, 210360]
[3/1/2021, Mexico, 210941]
[3/2/2021, Mexico, 211518]
[3/3/2021, Mexico, 212096]
[3/4/2021, Mexico, 212649]
[3/5/2021, Mexico, 213152]
[3/6/2021, Mexico, 213658]
[3/7/2021, Mexico, 214170]
[3/8/2021, Mexico, 214645]
[3/9/2021, Mexico, 215125]
[3/10/2021, Mexico, 215638]
[3/11/2021, Mexico, 216090]
[3/12/2021, Mexico, 216610]
[3/13/2021, Mexico, 217094]
[3/14/2021, Mexico, 217503]
[3/15/2021, Mexico, 217928]
[3/16/2021, Mexico, 218388]
[3/17/2021, Mexico, 218788]
[3/18/2021, Mexico, 219179]
[3/19/2021, Mexico, 219577]
[3/20/2021, Mexico, 219948]
[3/21/2021, Mexico, 220326]
[3/22/2021, Mexico, 220675]
[3/23/2021, Mexico, 221051]
[3/24/2021, Mexico, 221408]
[3/25/2021, Mexico, 221808]
[3/26/2021, Mexico, 222146]
[3/27/2021, Mexico, 222445]
[3/28/2021, Mexico, 222732]
[3/29/2021, Mexico, 223045]
[3/30/2021, Mexico, 223397]
[3/31/2021, Mexico, 223732]
[4/1/2021, Mexico, 224049]
[4/2/2021, Mexico, 224359]
[4/3/2021, Mexico, 224653]
[4/4/2021, Mexico, 224955]
[4/5/2021, Mexico, 225259]
[4/6/2021, Mexico, 225525]
[4/7/2021, Mexico, 225836]
[4/8/2021, Mexico, 226106]
[4/9/2021, Mexico, 226405]
[4/10/2021, Mexico, 226691]
[4/11/2021, Mexico, 226964]
[4/12/2021, Mexico, 227234]
[4/13/2021, Mexico, 227500]
[4/14/2021, Mexico, 227753]
[4/15/2021, Mexico, 228043]
[4/16/2021, Mexico, 228309]
[4/17/2021, Mexico, 228586]
[4/18/2021, Mexico, 228832]
[4/19/2021, Mexico, 229087]
[4/20/2021, Mexico, 229294]
[4/21/2021, Mexico, 229519]
[4/22/2021, Mexico, 229765]
[4/23/2021, Mexico, 229987]
[4/24/2021, Mexico, 230182]
[4/25/2021, Mexico, 230386]
[4/26/2021, Mexico, 230594]
[4/27/2021, Mexico, 230792]
[4/28/2021, Mexico, 231003]
[4/29/2021, Mexico, 231198]
[4/30/2021, Mexico, 231391]
[5/1/2021, Mexico, 231599]
[5/2/2021, Mexico, 231755]
[5/3/2021, Mexico, 231929]
[5/4/2021, Mexico, 232117]
[5/5/2021, Mexico, 232281]
[5/6/2021, Mexico, 232430]
[5/7/2021, Mexico, 232600]
[5/8/2021, Mexico, 232751]
[5/9/2021, Mexico, 232884]
[5/10/2021, Mexico, 233010]
[5/11/2021, Mexico, 233159]
[5/12/2021, Mexico, 233320]
[5/13/2021, Mexico, 233442]
[5/14/2021, Mexico, 233575]
[5/15/2021, Mexico, 233685]
[5/16/2021, Mexico, 233815]
[5/17/2021, Mexico, 233918]
[5/18/2021, Mexico, 234038]
[5/19/2021, Mexico, 234166]
[5/20/2021, Mexico, 234296]
[5/21/2021, Mexico, 234414]
[5/22/2021, Mexico, 234516]
[5/23/2021, Mexico, 234615]
[5/24/2021, Mexico, 234700]
[5/25/2021, Mexico, 234821]
[5/26/2021, Mexico, 234931]
[5/27/2021, Mexico, 235040]
[5/28/2021, Mexico, 235134]
[5/29/2021, Mexico, 235237]
[5/30/2021, Mexico, 235336]
[5/31/2021, Mexico, 235430]
[6/1/2021, Mexico, 235523]
[6/2/2021, Mexico, 235630]
[6/3/2021, Mexico, 235725]
[6/4/2021, Mexico, 235816]
[6/5/2021, Mexico, 235884]
[6/6/2021, Mexico, 235974]
[6/7/2021, Mexico, 236074]
[6/8/2021, Mexico, 236160]
[6/9/2021, Mexico, 236264]
[6/10/2021, Mexico, 236367]
[6/11/2021, Mexico, 236462]
[6/12/2021, Mexico, 236546]
[6/13/2021, Mexico, 236659]
[6/14/2021, Mexico, 236735]
[6/15/2021, Mexico, 236818]
[6/16/2021, Mexico, 236919]
[6/17/2021, Mexico, 237016]
[6/18/2021, Mexico, 237113]
[6/19/2021, Mexico, 237215]
[6/20/2021, Mexico, 237312]
[6/21/2021, Mexico, 237403]
[6/22/2021, Mexico, 237521]
[6/23/2021, Mexico, 237632]
[6/24/2021, Mexico, 237735]
[6/25/2021, Mexico, 237839]
[6/26/2021, Mexico, 237940]
[6/27/2021, Mexico, 238053]
[6/28/2021, Mexico, 238164]
[6/29/2021, Mexico, 238278]
[6/30/2021, Mexico, 238408]
[7/1/2021, Mexico, 238536]
[7/2/2021, Mexico, 238666]
[7/3/2021, Mexico, 238808]
[7/4/2021, Mexico, 238941]
[7/5/2021, Mexico, 239060]
[7/6/2021, Mexico, 239215]
[7/7/2021, Mexico, 239362]
[7/8/2021, Mexico, 239535]
[7/9/2021, Mexico, 239700]
[7/10/2021, Mexico, 239858]
[7/11/2021, Mexico, 240006]
[7/12/2021, Mexico, 240167]
[7/13/2021, Mexico, 240346]
[7/14/2021, Mexico, 240563]
[7/15/2021, Mexico, 240742]
[7/16/2021, Mexico, 240963]
[7/17/2021, Mexico, 241183]
[7/18/2021, Mexico, 241414]
[7/19/2021, Mexico, 241659]
[7/20/2021, Mexico, 241921]
[7/21/2021, Mexico, 242220]
[7/22/2021, Mexico, 242538]
[7/23/2021, Mexico, 242871]
[7/24/2021, Mexico, 243171]
[7/25/2021, Mexico, 243537]
[7/26/2021, Mexico, 243868]
[7/27/2021, Mexico, 244257]
[7/28/2021, Mexico, 244700]
[7/29/2021, Mexico, 245144]
[7/30/2021, Mexico, 245611]
[7/31/2021, Mexico, 246072]
[8/1/2021, Mexico, 246588]
[8/2/2021, Mexico, 247113]
[8/3/2021, Mexico, 247672]
[8/4/2021, Mexico, 248302]
[8/5/2021, Mexico, 248872]
[8/6/2021, Mexico, 249448]
[8/7/2021, Mexico, 250071]
[8/8/2021, Mexico, 250685]
[8/9/2021, Mexico, 251302]
[8/10/2021, Mexico, 251937]
[8/11/2021, Mexico, 252669]
[8/12/2021, Mexico, 253373]
[8/13/2021, Mexico, 254062]
[8/14/2021, Mexico, 254760]
[8/15/2021, Mexico, 255455]
[8/16/2021, Mexico, 256181]
[8/17/2021, Mexico, 256929]
[8/18/2021, Mexico, 257724]
[8/19/2021, Mexico, 258461]
[8/20/2021, Mexico, 259317]
[8/21/2021, Mexico, 260073]
[8/22/2021, Mexico, 260815]
[8/23/2021, Mexico, 261614]
[8/24/2021, Mexico, 262329]
[8/25/2021, Mexico, 263173]
[8/26/2021, Mexico, 263970]
[8/27/2021, Mexico, 264707]
[8/28/2021, Mexico, 265483]
[8/29/2021, Mexico, 266198]
[8/30/2021, Mexico, 266922]
[8/31/2021, Mexico, 267666]
[9/1/2021, Mexico, 268394]
[9/2/2021, Mexico, 269136]
[9/3/2021, Mexico, 269816]
[9/4/2021, Mexico, 270478]
[9/5/2021, Mexico, 271151]
[9/6/2021, Mexico, 271784]
[9/7/2021, Mexico, 272466]
[9/8/2021, Mexico, 273132]
[9/9/2021, Mexico, 273778]
[9/10/2021, Mexico, 274372]
[9/11/2021, Mexico, 274990]
[9/12/2021, Mexico, 275591]
[9/13/2021, Mexico, 276138]
[9/14/2021, Mexico, 276713]
[9/15/2021, Mexico, 277298]
[9/16/2021, Mexico, 277851]
[9/17/2021, Mexico, 278376]
[9/18/2021, Mexico, 278891]
[9/19/2021, Mexico, 279426]
[9/20/2021, Mexico, 279903]
[9/21/2021, Mexico, 280364]
[9/22/2021, Mexico, 280886]
[9/23/2021, Mexico, 281421]
[9/24/2021, Mexico, 281876]
[9/25/2021, Mexico, 282298]
[9/26/2021, Mexico, 282732]
[9/27/2021, Mexico, 283127]
[9/28/2021, Mexico, 283535]
[9/29/2021, Mexico, 283945]
[9/30/2021, Mexico, 284366]
[10/1/2021, Mexico, 284753]
[10/2/2021, Mexico, 285118]
[10/3/2021, Mexico, 285484]
[10/4/2021, Mexico, 285829]
[10/5/2021, Mexico, 286166]
[10/6/2021, Mexico, 286538]
[10/7/2021, Mexico, 286868]
[10/8/2021, Mexico, 287164]
[10/9/2021, Mexico, 287463]
[10/10/2021, Mexico, 287793]
[10/11/2021, Mexico, 288067]
[10/12/2021, Mexico, 288340]
[10/13/2021, Mexico, 288644]
[10/14/2021, Mexico, 288924]
[10/15/2021, Mexico, 289199]
[10/16/2021, Mexico, 289456]
[10/17/2021, Mexico, 289717]
[10/18/2021, Mexico, 289978]
[10/19/2021, Mexico, 290194]
[10/20/2021, Mexico, 290415]
[10/21/2021, Mexico, 290634]
[10/22/2021, Mexico, 290860]
[10/23/2021, Mexico, 291079]
[10/24/2021, Mexico, 291286]
[10/25/2021, Mexico, 291490]
[10/26/2021, Mexico, 291677]
[10/27/2021, Mexico, 291876]
[10/28/2021, Mexico, 292057]
[10/29/2021, Mexico, 292235]
[10/30/2021, Mexico, 292419]
[10/31/2021, Mexico, 292617]
[11/1/2021, Mexico, 292782]
[11/2/2021, Mexico, 292918]
[11/3/2021, Mexico, 293099]
[11/4/2021, Mexico, 293254]
[11/5/2021, Mexico, 293431]
[11/6/2021, Mexico, 293572]
[11/7/2021, Mexico, 293712]
[11/8/2021, Mexico, 293842]
[11/9/2021, Mexico, 293981]
[11/10/2021, Mexico, 294154]
[11/11/2021, Mexico, 294286]
[11/12/2021, Mexico, 294426]
[11/13/2021, Mexico, 294572]
[11/14/2021, Mexico, 294680]
[11/15/2021, Mexico, 294820]
[11/16/2021, Mexico, 294946]
[11/17/2021, Mexico, 295090]
[11/18/2021, Mexico, 295236]
[11/19/2021, Mexico, 295359]
[11/20/2021, Mexico, 295483]
[11/21/2021, Mexico, 295603]
[11/22/2021, Mexico, 295736]
[11/23/2021, Mexico, 295864]
[11/24/2021, Mexico, 295999]
[11/25/2021, Mexico, 296129]
[11/26/2021, Mexico, 296251]
[11/27/2021, Mexico, 296358]
[11/28/2021, Mexico, 296482]
[11/29/2021, Mexico, 296604]
[11/30/2021, Mexico, 296736]
[12/1/2021, Mexico, 296843]
[12/2/2021, Mexico, 296961]
[12/3/2021, Mexico, 297113]
[12/4/2021, Mexico, 297223]
[12/5/2021, Mexico, 297356]
[12/6/2021, Mexico, 297458]
[12/7/2021, Mexico, 297578]
[12/8/2021, Mexico, 297718]
[12/9/2021, Mexico, 297836]
[12/10/2021, Mexico, 297968]
[12/11/2021, Mexico, 298089]
[12/12/2021, Mexico, 298192]
[12/13/2021, Mexico, 298312]
[12/14/2021, Mexico, 298419]
[12/15/2021, Mexico, 298532]
[12/16/2021, Mexico, 298655]
[12/17/2021, Mexico, 298773]
[12/18/2021, Mexico, 298879]
[12/19/2021, Mexico, 298976]
[12/20/2021, Mexico, 299097]
[12/21/2021, Mexico, 299199]
[12/22/2021, Mexico, 299297]
[12/23/2021, Mexico, 299404]
[12/24/2021, Mexico, 299511]
[12/25/2021, Mexico, 299598]
[12/26/2021, Mexico, 299705]
[12/27/2021, Mexico, 299804]
[12/28/2021, Mexico, 299905]
[12/29/2021, Mexico, 300010]
[12/30/2021, Mexico, 300112]
[12/31/2021, Mexico, 300193]
[1/1/2022, Mexico, 300270]
[1/2/2022, Mexico, 300366]
[1/3/2022, Mexico, 300455]
[1/4/2022, Mexico, 300543]
[1/5/2022, Mexico, 300667]
[1/6/2022, Mexico, 300786]
[1/7/2022, Mexico, 300901]
[1/8/2022, Mexico, 301020]
[1/9/2022, Mexico, 301130]
[1/10/2022, Mexico, 301249]
[1/11/2022, Mexico, 301392]
[1/12/2022, Mexico, 301547]
[1/13/2022, Mexico, 301688]
[1/14/2022, Mexico, 301867]
[1/15/2022, Mexico, 302037]
[1/16/2022, Mexico, 302231]
[1/17/2022, Mexico, 302424]
[1/18/2022, Mexico, 302643]
[1/19/2022, Mexico, 302885]
[1/20/2022, Mexico, 303150]
[1/21/2022, Mexico, 303410]
[1/22/2022, Mexico, 303672]
[1/23/2022, Mexico, 303948]
[1/24/2022, Mexico, 304248]
[1/25/2022, Mexico, 304539]
[1/26/2022, Mexico, 304870]
[1/27/2022, Mexico, 305221]
[1/28/2022, Mexico, 305518]
[1/29/2022, Mexico, 305786]
[1/30/2022, Mexico, 305919]
[1/31/2022, Mexico, 306032]
[2/1/2022, Mexico, 306091]
[2/2/2022, Mexico, 306091]
[2/3/2022, Mexico, 306920]
[2/4/2022, Mexico, 306920]
[2/5/2022, Mexico, 308141]
[2/6/2022, Mexico, 308829]
[2/7/2022, Mexico, 309417]
[2/8/2022, Mexico, 309546]
[1/3/2020, Nigeria, 0]
[1/4/2020, Nigeria, 0]
[1/5/2020, Nigeria, 0]
[1/6/2020, Nigeria, 0]
[1/7/2020, Nigeria, 0]
[1/8/2020, Nigeria, 0]
[1/9/2020, Nigeria, 0]
[1/10/2020, Nigeria, 0]
[1/11/2020, Nigeria, 0]
[1/12/2020, Nigeria, 0]
[1/13/2020, Nigeria, 0]
[1/14/2020, Nigeria, 0]
[1/15/2020, Nigeria, 0]
[1/16/2020, Nigeria, 0]
[1/17/2020, Nigeria, 0]
[1/18/2020, Nigeria, 0]
[1/19/2020, Nigeria, 0]
[1/20/2020, Nigeria, 0]
[1/21/2020, Nigeria, 0]
[1/22/2020, Nigeria, 0]
[1/23/2020, Nigeria, 0]
[1/24/2020, Nigeria, 0]
[1/25/2020, Nigeria, 0]
[1/26/2020, Nigeria, 0]
[1/27/2020, Nigeria, 0]
[1/28/2020, Nigeria, 0]
[1/29/2020, Nigeria, 0]
[1/30/2020, Nigeria, 0]
[1/31/2020, Nigeria, 0]
[2/1/2020, Nigeria, 0]
[2/2/2020, Nigeria, 0]
[2/3/2020, Nigeria, 0]
[2/4/2020, Nigeria, 0]
[2/5/2020, Nigeria, 0]
[2/6/2020, Nigeria, 0]
[2/7/2020, Nigeria, 0]
[2/8/2020, Nigeria, 0]
[2/9/2020, Nigeria, 0]
[2/10/2020, Nigeria, 0]
[2/11/2020, Nigeria, 0]
[2/12/2020, Nigeria, 0]
[2/13/2020, Nigeria, 0]
[2/14/2020, Nigeria, 0]
[2/15/2020, Nigeria, 0]
[2/16/2020, Nigeria, 0]
[2/17/2020, Nigeria, 0]
[2/18/2020, Nigeria, 0]
[2/19/2020, Nigeria, 0]
[2/20/2020, Nigeria, 0]
[2/21/2020, Nigeria, 0]
[2/22/2020, Nigeria, 0]
[2/23/2020, Nigeria, 0]
[2/24/2020, Nigeria, 0]
[2/25/2020, Nigeria, 0]
[2/26/2020, Nigeria, 0]
[2/27/2020, Nigeria, 0]
[2/28/2020, Nigeria, 0]
[2/29/2020, Nigeria, 0]
[3/1/2020, Nigeria, 0]
[3/2/2020, Nigeria, 0]
[3/3/2020, Nigeria, 0]
[3/4/2020, Nigeria, 0]
[3/5/2020, Nigeria, 0]
[3/6/2020, Nigeria, 0]
[3/7/2020, Nigeria, 0]
[3/8/2020, Nigeria, 0]
[3/9/2020, Nigeria, 0]
[3/10/2020, Nigeria, 0]
[3/11/2020, Nigeria, 0]
[3/12/2020, Nigeria, 0]
[3/13/2020, Nigeria, 0]
[3/14/2020, Nigeria, 0]
[3/15/2020, Nigeria, 0]
[3/16/2020, Nigeria, 0]
[3/17/2020, Nigeria, 0]
[3/18/2020, Nigeria, 0]
[3/19/2020, Nigeria, 0]
[3/20/2020, Nigeria, 0]
[3/21/2020, Nigeria, 0]
[3/22/2020, Nigeria, 0]
[3/23/2020, Nigeria, 0]
[3/24/2020, Nigeria, 0]
[3/25/2020, Nigeria, 0]
[3/26/2020, Nigeria, 1]
[3/27/2020, Nigeria, 1]
[3/28/2020, Nigeria, 1]
[3/29/2020, Nigeria, 1]
[3/30/2020, Nigeria, 1]
[3/31/2020, Nigeria, 1]
[4/1/2020, Nigeria, 2]
[4/2/2020, Nigeria, 2]
[4/3/2020, Nigeria, 2]
[4/4/2020, Nigeria, 4]
[4/5/2020, Nigeria, 4]
[4/6/2020, Nigeria, 5]
[4/7/2020, Nigeria, 5]
[4/8/2020, Nigeria, 6]
[4/9/2020, Nigeria, 6]
[4/10/2020, Nigeria, 7]
[4/11/2020, Nigeria, 7]
[4/12/2020, Nigeria, 10]
[4/13/2020, Nigeria, 10]
[4/14/2020, Nigeria, 10]
[4/15/2020, Nigeria, 10]
[4/16/2020, Nigeria, 11]
[4/17/2020, Nigeria, 11]
[4/18/2020, Nigeria, 11]
[4/19/2020, Nigeria, 11]
[4/20/2020, Nigeria, 19]
[4/21/2020, Nigeria, 19]
[4/22/2020, Nigeria, 19]
[4/23/2020, Nigeria, 19]
[4/24/2020, Nigeria, 31]
[4/25/2020, Nigeria, 32]
[4/26/2020, Nigeria, 35]
[4/27/2020, Nigeria, 40]
[4/28/2020, Nigeria, 40]
[4/29/2020, Nigeria, 40]
[4/30/2020, Nigeria, 44]
[5/1/2020, Nigeria, 58]
[5/2/2020, Nigeria, 68]
[5/3/2020, Nigeria, 85]
[5/4/2020, Nigeria, 85]
[5/5/2020, Nigeria, 93]
[5/6/2020, Nigeria, 98]
[5/7/2020, Nigeria, 103]
[5/8/2020, Nigeria, 107]
[5/9/2020, Nigeria, 117]
[5/10/2020, Nigeria, 128]
[5/11/2020, Nigeria, 143]
[5/12/2020, Nigeria, 150]
[5/13/2020, Nigeria, 158]
[5/14/2020, Nigeria, 164]
[5/15/2020, Nigeria, 167]
[5/16/2020, Nigeria, 171]
[5/17/2020, Nigeria, 176]
[5/18/2020, Nigeria, 182]
[5/19/2020, Nigeria, 191]
[5/20/2020, Nigeria, 192]
[5/21/2020, Nigeria, 200]
[5/22/2020, Nigeria, 211]
[5/23/2020, Nigeria, 221]
[5/24/2020, Nigeria, 221]
[5/25/2020, Nigeria, 226]
[5/26/2020, Nigeria, 233]
[5/27/2020, Nigeria, 249]
[5/28/2020, Nigeria, 254]
[5/29/2020, Nigeria, 259]
[5/30/2020, Nigeria, 261]
[5/31/2020, Nigeria, 273]
[6/1/2020, Nigeria, 287]
[6/2/2020, Nigeria, 299]
[6/3/2020, Nigeria, 314]
[6/4/2020, Nigeria, 315]
[6/5/2020, Nigeria, 323]
[6/6/2020, Nigeria, 333]
[6/7/2020, Nigeria, 342]
[6/8/2020, Nigeria, 354]
[6/9/2020, Nigeria, 361]
[6/10/2020, Nigeria, 365]
[6/11/2020, Nigeria, 382]
[6/12/2020, Nigeria, 387]
[6/13/2020, Nigeria, 387]
[6/14/2020, Nigeria, 399]
[6/15/2020, Nigeria, 420]
[6/16/2020, Nigeria, 424]
[6/17/2020, Nigeria, 424]
[6/18/2020, Nigeria, 469]
[6/19/2020, Nigeria, 475]
[6/20/2020, Nigeria, 487]
[6/21/2020, Nigeria, 506]
[6/22/2020, Nigeria, 518]
[6/23/2020, Nigeria, 525]
[6/24/2020, Nigeria, 533]
[6/25/2020, Nigeria, 542]
[6/26/2020, Nigeria, 549]
[6/27/2020, Nigeria, 554]
[6/28/2020, Nigeria, 558]
[6/29/2020, Nigeria, 565]
[6/30/2020, Nigeria, 573]
[7/1/2020, Nigeria, 590]
[7/2/2020, Nigeria, 603]
[7/3/2020, Nigeria, 616]
[7/4/2020, Nigeria, 628]
[7/5/2020, Nigeria, 634]
[7/6/2020, Nigeria, 645]
[7/7/2020, Nigeria, 654]
[7/8/2020, Nigeria, 669]
[7/9/2020, Nigeria, 684]
[7/10/2020, Nigeria, 689]
[7/11/2020, Nigeria, 709]
[7/12/2020, Nigeria, 724]
[7/13/2020, Nigeria, 740]
[7/14/2020, Nigeria, 744]
[7/15/2020, Nigeria, 754]
[7/16/2020, Nigeria, 760]
[7/17/2020, Nigeria, 769]
[7/18/2020, Nigeria, 772]
[7/19/2020, Nigeria, 778]
[7/20/2020, Nigeria, 789]
[7/21/2020, Nigeria, 801]
[7/22/2020, Nigeria, 805]
[7/23/2020, Nigeria, 813]
[7/24/2020, Nigeria, 833]
[7/25/2020, Nigeria, 845]
[7/26/2020, Nigeria, 856]
[7/27/2020, Nigeria, 858]
[7/28/2020, Nigeria, 860]
[7/29/2020, Nigeria, 868]
[7/30/2020, Nigeria, 873]
[7/31/2020, Nigeria, 878]
[8/1/2020, Nigeria, 879]
[8/2/2020, Nigeria, 883]
[8/3/2020, Nigeria, 888]
[8/4/2020, Nigeria, 896]
[8/5/2020, Nigeria, 910]
[8/6/2020, Nigeria, 927]
[8/7/2020, Nigeria, 930]
[8/8/2020, Nigeria, 936]
[8/9/2020, Nigeria, 942]
[8/10/2020, Nigeria, 945]
[8/11/2020, Nigeria, 950]
[8/12/2020, Nigeria, 956]
[8/13/2020, Nigeria, 956]
[8/14/2020, Nigeria, 966]
[8/15/2020, Nigeria, 973]
[8/16/2020, Nigeria, 974]
[8/17/2020, Nigeria, 975]
[8/18/2020, Nigeria, 977]
[8/19/2020, Nigeria, 981]
[8/20/2020, Nigeria, 985]
[8/21/2020, Nigeria, 992]
[8/22/2020, Nigeria, 996]
[8/23/2020, Nigeria, 997]
[8/24/2020, Nigeria, 1002]
[8/25/2020, Nigeria, 1004]
[8/26/2020, Nigeria, 1007]
[8/27/2020, Nigeria, 1010]
[8/28/2020, Nigeria, 1011]
[8/29/2020, Nigeria, 1011]
[8/30/2020, Nigeria, 1011]
[8/31/2020, Nigeria, 1013]
[9/1/2020, Nigeria, 1013]
[9/2/2020, Nigeria, 1023]
[9/3/2020, Nigeria, 1027]
[9/4/2020, Nigeria, 1048]
[9/5/2020, Nigeria, 1051]
[9/6/2020, Nigeria, 1054]
[9/7/2020, Nigeria, 1057]
[9/8/2020, Nigeria, 1061]
[9/9/2020, Nigeria, 1067]
[9/10/2020, Nigeria, 1070]
[9/11/2020, Nigeria, 1075]
[9/12/2020, Nigeria, 1076]
[9/13/2020, Nigeria, 1078]
[9/14/2020, Nigeria, 1082]
[9/15/2020, Nigeria, 1083]
[9/16/2020, Nigeria, 1088]
[9/17/2020, Nigeria, 1091]
[9/18/2020, Nigeria, 1093]
[9/19/2020, Nigeria, 1094]
[9/20/2020, Nigeria, 1095]
[9/21/2020, Nigeria, 1098]
[9/22/2020, Nigeria, 1100]
[9/23/2020, Nigeria, 1100]
[9/24/2020, Nigeria, 1102]
[9/25/2020, Nigeria, 1102]
[9/26/2020, Nigeria, 1103]
[9/27/2020, Nigeria, 1106]
[9/28/2020, Nigeria, 1108]
[9/29/2020, Nigeria, 1111]
[9/30/2020, Nigeria, 1111]
[10/1/2020, Nigeria, 1112]
[10/2/2020, Nigeria, 1112]
[10/3/2020, Nigeria, 1112]
[10/4/2020, Nigeria, 1113]
[10/5/2020, Nigeria, 1113]
[10/6/2020, Nigeria, 1113]
[10/7/2020, Nigeria, 1113]
[10/8/2020, Nigeria, 1113]
[10/9/2020, Nigeria, 1113]
[10/10/2020, Nigeria, 1113]
[10/11/2020, Nigeria, 1115]
[10/12/2020, Nigeria, 1115]
[10/13/2020, Nigeria, 1115]
[10/14/2020, Nigeria, 1116]
[10/15/2020, Nigeria, 1116]
[10/16/2020, Nigeria, 1116]
[10/17/2020, Nigeria, 1119]
[10/18/2020, Nigeria, 1123]
[10/19/2020, Nigeria, 1125]
[10/20/2020, Nigeria, 1125]
[10/21/2020, Nigeria, 1125]
[10/22/2020, Nigeria, 1125]
[10/23/2020, Nigeria, 1127]
[10/24/2020, Nigeria, 1129]
[10/25/2020, Nigeria, 1129]
[10/26/2020, Nigeria, 1130]
[10/27/2020, Nigeria, 1132]
[10/28/2020, Nigeria, 1135]
[10/29/2020, Nigeria, 1139]
[10/30/2020, Nigeria, 1141]
[10/31/2020, Nigeria, 1144]
[11/1/2020, Nigeria, 1144]
[11/2/2020, Nigeria, 1146]
[11/3/2020, Nigeria, 1147]
[11/4/2020, Nigeria, 1151]
[11/5/2020, Nigeria, 1155]
[11/6/2020, Nigeria, 1155]
[11/7/2020, Nigeria, 1156]
[11/8/2020, Nigeria, 1156]
[11/9/2020, Nigeria, 1156]
[11/10/2020, Nigeria, 1158]
[11/11/2020, Nigeria, 1160]
[11/12/2020, Nigeria, 1162]
[11/13/2020, Nigeria, 1162]
[11/14/2020, Nigeria, 1163]
[11/15/2020, Nigeria, 1163]
[11/16/2020, Nigeria, 1163]
[11/17/2020, Nigeria, 1163]
[11/18/2020, Nigeria, 1163]
[11/19/2020, Nigeria, 1163]
[11/20/2020, Nigeria, 1165]
[11/21/2020, Nigeria, 1165]
[11/22/2020, Nigeria, 1166]
[11/23/2020, Nigeria, 1167]
[11/24/2020, Nigeria, 1168]
[11/25/2020, Nigeria, 1169]
[11/26/2020, Nigeria, 1169]
[11/27/2020, Nigeria, 1169]
[11/28/2020, Nigeria, 1171]
[11/29/2020, Nigeria, 1171]
[11/30/2020, Nigeria, 1173]
[12/1/2020, Nigeria, 1173]
[12/2/2020, Nigeria, 1176]
[12/3/2020, Nigeria, 1177]
[12/4/2020, Nigeria, 1179]
[12/5/2020, Nigeria, 1179]
[12/6/2020, Nigeria, 1180]
[12/7/2020, Nigeria, 1180]
[12/8/2020, Nigeria, 1181]
